lat,lon,aridity_index
89.5833,-97.0833,0.0
89.5833,-96.25,0.0
89.5833,-95.4167,0.0
89.5833,-94.5833,0.0
89.5833,-93.75,0.0
89.5833,-92.9167,0.0
89.5833,-92.0833,0.0
89.5833,-91.25,0.0
89.5833,-90.4167,0.0
89.5833,-89.5833,0.0
89.5833,-88.75,0.0
89.5833,-87.9167,0.0
89.5833,-87.0833,0.0
89.5833,-86.25,0.0
89.5833,-85.4167,0.0
89.5833,-84.5833,0.0
89.5833,-83.75,0.0
89.5833,-82.9167,0.0
89.5833,-82.0833,0.0
89.5833,-81.25,0.0
89.5833,-80.4167,0.0
89.5833,-79.5833,0.0
89.5833,-78.75,0.0
89.5833,-77.9167,0.0
89.5833,-77.0833,0.0
89.5833,-76.25,0.0
89.5833,-75.4167,0.0
89.5833,-74.5833,0.0
89.5833,-73.75,0.0
89.5833,-72.9167,0.0
89.5833,-72.0833,0.0
89.5833,-71.25,0.0
89.5833,-70.4167,0.0
89.5833,-69.5833,0.0
89.5833,-68.75,0.0
89.5833,-67.9167,0.0
89.5833,-67.0833,0.0
89.5833,-66.25,0.0
89.5833,-65.4167,0.0
89.5833,-64.5833,0.0
89.5833,-63.75,0.0
89.5833,-62.9167,0.0
89.5833,-62.0833,0.0
89.5833,-61.25,0.0
89.5833,-60.4167,0.0
89.5833,-59.5833,0.0
89.5833,-58.75,0.0
89.5833,-57.9167,0.0
89.5833,-57.0833,0.0
89.5833,-56.25,0.0
89.5833,-55.4167,0.0
89.5833,-54.5833,0.0
89.5833,-53.75,0.0
89.5833,-52.9167,0.0
89.5833,-52.0833,0.0
89.5833,-51.25,0.0
89.5833,-50.4167,0.0
89.5833,-49.5833,0.0
89.5833,-48.75,0.0
89.5833,-47.9167,0.0
89.5833,-47.0833,0.0
89.5833,-46.25,0.0
89.5833,-45.4167,0.0
89.5833,-44.5833,0.0
89.5833,-43.75,0.0
89.5833,-42.9167,0.0
89.5833,-42.0833,0.0
89.5833,-41.25,0.0
89.5833,-40.4167,0.0
89.5833,-39.5833,0.0
89.5833,-38.75,0.0
89.5833,-37.9167,0.0
89.5833,-37.0833,0.0
89.5833,-36.25,0.0
89.5833,-35.4167,0.0
89.5833,-34.5833,0.0
89.5833,-33.75,0.0
89.5833,-32.9167,0.0
89.5833,-32.0833,0.0
89.5833,-31.25,0.0
89.5833,-30.4167,0.0
89.5833,-29.5833,0.0
89.5833,-28.75,0.0
89.5833,-27.9167,0.0
89.5833,-27.0833,0.0
89.5833,-26.25,0.0
89.5833,-25.4167,0.0
89.5833,-24.5833,0.0
89.5833,-23.75,0.0
89.5833,-22.9167,0.0
89.5833,-22.0833,0.0
89.5833,-21.25,0.0
89.5833,-20.4167,0.0
89.5833,-19.5833,0.0
89.5833,-18.75,0.0
89.5833,-17.9167,0.0
89.5833,-17.0833,0.0
89.5833,-16.25,0.0
89.5833,-15.4167,0.0
89.5833,-14.5833,0.0
89.5833,-13.75,0.0
89.5833,-12.9167,0.0
89.5833,-12.0833,0.0
89.5833,-11.25,0.0
89.5833,-10.4167,0.0
89.5833,-9.5833,0.0
89.5833,-8.75,0.0
89.5833,-7.9167,0.0
89.5833,-7.0833,0.0
89.5833,-6.25,0.0
89.5833,-5.4167,0.0
89.5833,-4.5833,0.0
89.5833,-3.75,0.0
89.5833,-2.9167,0.0
89.5833,-2.0833,0.0
89.5833,-1.25,0.0
89.5833,-0.4167,0.0
89.5833,0.4167,0.0
89.5833,1.25,0.0
89.5833,2.0833,0.0
89.5833,2.9167,0.0
89.5833,3.75,0.0
89.5833,4.5833,0.0
89.5833,5.4167,0.0
89.5833,6.25,0.0
89.5833,7.0833,0.0
89.5833,7.9167,0.0
89.5833,8.75,0.0
89.5833,9.5833,0.0
89.5833,10.4167,0.0
89.5833,11.25,0.0
89.5833,12.0833,0.0
89.5833,12.9167,0.0
89.5833,13.75,0.0
89.5833,14.5833,0.0
89.5833,15.4167,0.0
89.5833,16.25,0.0
89.5833,17.0833,0.0
89.5833,17.9167,0.0
89.5833,18.75,0.0
89.5833,19.5833,0.0
89.5833,20.4167,0.0
89.5833,21.25,0.0
89.5833,22.0833,0.0
89.5833,22.9167,0.0
89.5833,23.75,0.0
89.5833,24.5833,0.0
89.5833,25.4167,0.0
89.5833,26.25,0.0
89.5833,27.0833,0.0
89.5833,27.9167,0.0
89.5833,28.75,0.0
89.5833,29.5833,0.0
89.5833,30.4167,0.0
89.5833,31.25,0.0
89.5833,32.0833,0.0
89.5833,32.9167,0.0
89.5833,33.75,0.0
89.5833,34.5833,0.0
89.5833,35.4167,0.0
89.5833,36.25,0.0
89.5833,37.0833,0.0
89.5833,37.9167,0.0
89.5833,38.75,0.0
89.5833,39.5833,0.0
89.5833,40.4167,0.0
89.5833,41.25,0.0
89.5833,42.0833,0.0
89.5833,42.9167,0.0
89.5833,43.75,0.0
89.5833,44.5833,0.0
89.5833,45.4167,0.0
89.5833,46.25,0.0
89.5833,47.0833,0.0
89.5833,47.9167,0.0
89.5833,48.75,0.0
89.5833,49.5833,0.0
89.5833,50.4167,0.0
89.5833,51.25,0.0
89.5833,52.0833,0.0
89.5833,52.9167,0.0
89.5833,53.75,0.0
89.5833,54.5833,0.0
89.5833,55.4167,0.0
89.5833,56.25,0.0
89.5833,57.0833,0.0
89.5833,57.9167,0.0
89.5833,58.75,0.0
89.5833,59.5833,0.0
89.5833,60.4167,0.0
89.5833,61.25,0.0
89.5833,62.0833,0.0
89.5833,62.9167,0.0
89.5833,63.75,0.0
89.5833,64.5833,0.0
89.5833,65.4167,0.0
89.5833,66.25,0.0
89.5833,67.0833,0.0
89.5833,67.9167,0.0
89.5833,68.75,0.0
89.5833,69.5833,0.0
89.5833,70.4167,0.0
89.5833,71.25,0.0
89.5833,72.0833,0.0
89.5833,72.9167,0.0
89.5833,73.75,0.0
89.5833,74.5833,0.0
89.5833,75.4167,0.0
89.5833,76.25,0.0
89.5833,77.0833,0.0
89.5833,77.9167,0.0
89.5833,78.75,0.0
89.5833,79.5833,0.0
89.5833,80.4167,0.0
89.5833,81.25,0.0
89.5833,82.0833,0.0
89.5833,82.9167,0.0
89.5833,83.75,0.0
89.5833,84.5833,0.0
89.5833,85.4167,0.0
89.5833,86.25,0.0
89.5833,87.0833,0.0
89.5833,87.9167,0.0
89.5833,88.75,0.0
89.5833,89.5833,0.0
89.5833,90.4167,0.0
89.5833,91.25,0.0
89.5833,92.0833,0.0
89.5833,92.9167,0.0
89.5833,93.75,0.0
89.5833,94.5833,0.0
89.5833,95.4167,0.0
89.5833,96.25,0.0
89.5833,97.0833,0.0
89.5833,97.9167,0.0
89.5833,98.75,0.0
89.5833,99.5833,0.0
89.5833,100.4167,0.0
89.5833,101.25,0.0
89.5833,102.0833,0.0
89.5833,102.9167,0.0
89.5833,103.75,0.0
89.5833,104.5833,0.0
89.5833,105.4167,0.0
89.5833,106.25,0.0
89.5833,107.0833,0.0
89.5833,107.9167,0.0
89.5833,108.75,0.0
89.5833,109.5833,0.0
89.5833,110.4167,0.0
89.5833,111.25,0.0
89.5833,112.0833,0.0
89.5833,112.9167,0.0
89.5833,113.75,0.0
89.5833,114.5833,0.0
89.5833,115.4167,0.0
89.5833,116.25,0.0
89.5833,117.0833,0.0
89.5833,117.9167,0.0
89.5833,118.75,0.0
89.5833,119.5833,0.0
89.5833,120.4167,0.0
89.5833,121.25,0.0
89.5833,122.0833,0.0
89.5833,122.9167,0.0
89.5833,123.75,0.0
89.5833,124.5833,0.0
89.5833,125.4167,0.0
89.5833,126.25,0.0
89.5833,127.0833,0.0
89.5833,127.9167,0.0
89.5833,128.75,0.0
89.5833,129.5833,0.0
89.5833,130.4167,0.0
89.5833,131.25,0.0
89.5833,132.0833,0.0
89.5833,132.9167,0.0
89.5833,133.75,0.0
89.5833,134.5833,0.0
89.5833,135.4167,0.0
89.5833,136.25,0.0
89.5833,137.0833,0.0
89.5833,137.9167,0.0
89.5833,138.75,0.0
89.5833,139.5833,0.0
89.5833,140.4167,0.0
89.5833,141.25,0.0
89.5833,142.0833,0.0
89.5833,142.9167,0.0
89.5833,143.75,0.0
89.5833,144.5833,0.0
89.5833,145.4167,0.0
89.5833,146.25,0.0
89.5833,147.0833,0.0
89.5833,147.9167,0.0
89.5833,148.75,0.0
89.5833,149.5833,0.0
89.5833,150.4167,0.0
89.5833,151.25,0.0
89.5833,152.0833,0.0
89.5833,152.9167,0.0
89.5833,153.75,0.0
89.5833,154.5833,0.0
89.5833,155.4167,0.0
89.5833,156.25,0.0
89.5833,157.0833,0.0
89.5833,157.9167,0.0
89.5833,158.75,0.0
89.5833,159.5833,0.0
89.5833,160.4167,0.0
89.5833,161.25,0.0
89.5833,162.0833,0.0
89.5833,162.9167,0.0
89.5833,163.75,0.0
89.5833,164.5833,0.0
89.5833,165.4167,0.0
89.5833,166.25,0.0
89.5833,167.0833,0.0
89.5833,167.9167,0.0
89.5833,168.75,0.0
89.5833,169.5833,0.0
89.5833,170.4167,0.0
89.5833,171.25,0.0
89.5833,172.0833,0.0
89.5833,172.9167,0.0
89.5833,173.75,0.0
89.5833,174.5833,0.0
89.5833,175.4167,0.0
89.5833,176.25,0.0
89.5833,177.0833,0.0
89.5833,177.9167,0.0
89.5833,178.75,0.0
89.5833,179.5833,0.0
88.75,-179.5833,0.0
88.75,-178.75,0.0
88.75,-177.9167,0.0
88.75,-177.0833,0.0
88.75,-176.25,0.0
88.75,-175.4167,0.0
88.75,-174.5833,0.0
88.75,-173.75,0.0
88.75,-172.9167,0.0
88.75,-172.0833,0.0
88.75,-171.25,0.0
88.75,-170.4167,0.0
88.75,-169.5833,0.0
88.75,-168.75,0.0
88.75,-167.9167,0.0
88.75,-167.0833,0.0
88.75,-166.25,0.0
88.75,-165.4167,0.0
88.75,-164.5833,0.0
88.75,-163.75,0.0
88.75,-162.9167,0.0
88.75,-162.0833,0.0
88.75,-161.25,0.0
88.75,-160.4167,0.0
88.75,-159.5833,0.0
88.75,-158.75,0.0
88.75,-157.9167,0.0
88.75,-157.0833,0.0
88.75,-156.25,0.0
88.75,-155.4167,0.0
88.75,-154.5833,0.0
88.75,-153.75,0.0
88.75,-152.9167,0.0
88.75,-152.0833,0.0
88.75,-151.25,0.0
88.75,-150.4167,0.0
88.75,-149.5833,0.0
88.75,-148.75,0.0
88.75,-147.9167,0.0
88.75,-147.0833,0.0
88.75,-146.25,0.0
88.75,-145.4167,0.0
88.75,-144.5833,0.0
88.75,-143.75,0.0
88.75,-142.9167,0.0
88.75,-142.0833,0.0
88.75,-141.25,0.0
88.75,-140.4167,0.0
88.75,-139.5833,0.0
88.75,-138.75,0.0
88.75,-137.9167,0.0
88.75,-137.0833,0.0
88.75,-136.25,0.0
88.75,-135.4167,0.0
88.75,-134.5833,0.0
88.75,-133.75,0.0
88.75,-132.9167,0.0
88.75,-132.0833,0.0
88.75,-131.25,0.0
88.75,-130.4167,0.0
88.75,-129.5833,0.0
88.75,-128.75,0.0
88.75,-127.9167,0.0
88.75,-127.0833,0.0
88.75,-126.25,0.0
88.75,-125.4167,0.0
88.75,-124.5833,0.0
88.75,-123.75,0.0
88.75,-122.9167,0.0
88.75,-122.0833,0.0
88.75,-121.25,0.0
88.75,-120.4167,0.0
88.75,-119.5833,0.0
88.75,-118.75,0.0
88.75,-117.9167,0.0
88.75,-117.0833,0.0
88.75,-116.25,0.0
88.75,-115.4167,0.0
88.75,-114.5833,0.0
88.75,-113.75,0.0
88.75,-112.9167,0.0
88.75,-112.0833,0.0
88.75,-111.25,0.0
88.75,-110.4167,0.0
88.75,-109.5833,0.0
88.75,-108.75,0.0
88.75,-107.9167,0.0
88.75,-107.0833,0.0
88.75,-106.25,0.0
88.75,-105.4167,0.0
88.75,-104.5833,0.0
88.75,-103.75,0.0
88.75,-102.9167,0.0
88.75,-102.0833,0.0
88.75,-101.25,0.0
88.75,-100.4167,0.0
88.75,-99.5833,0.0
88.75,-98.75,0.0
88.75,-97.9167,0.0
88.75,-97.0833,0.0
88.75,-96.25,0.0
88.75,-95.4167,0.0
88.75,-94.5833,0.0
88.75,-93.75,0.0
88.75,-92.9167,0.0
88.75,-92.0833,0.0
88.75,-91.25,0.0
88.75,-90.4167,0.0
88.75,-89.5833,0.0
88.75,-88.75,0.0
88.75,-87.9167,0.0
88.75,-87.0833,0.0
88.75,-86.25,0.0
88.75,-85.4167,0.0
88.75,-84.5833,0.0
88.75,-83.75,0.0
88.75,-82.9167,0.0
88.75,-82.0833,0.0
88.75,-81.25,0.0
88.75,-80.4167,0.0
88.75,-79.5833,0.0
88.75,-78.75,0.0
88.75,-77.9167,0.0
88.75,-77.0833,0.0
88.75,-76.25,0.0
88.75,-75.4167,0.0
88.75,-74.5833,0.0
88.75,-73.75,0.0
88.75,-72.9167,0.0
88.75,-72.0833,0.0
88.75,-71.25,0.0
88.75,-70.4167,0.0
88.75,-69.5833,0.0
88.75,-68.75,0.0
88.75,-67.9167,0.0
88.75,-67.0833,0.0
88.75,-66.25,0.0
88.75,-65.4167,0.0
88.75,-64.5833,0.0
88.75,-63.75,0.0
88.75,-62.9167,0.0
88.75,-62.0833,0.0
88.75,-61.25,0.0
88.75,-60.4167,0.0
88.75,-59.5833,0.0
88.75,-58.75,0.0
88.75,-57.9167,0.0
88.75,-57.0833,0.0
88.75,-56.25,0.0
88.75,-55.4167,0.0
88.75,-54.5833,0.0
88.75,-53.75,0.0
88.75,-52.9167,0.0
88.75,-52.0833,0.0
88.75,-51.25,0.0
88.75,-50.4167,0.0
88.75,-49.5833,0.0
88.75,-48.75,0.0
88.75,-47.9167,0.0
88.75,-47.0833,0.0
88.75,-46.25,0.0
88.75,-45.4167,0.0
88.75,-44.5833,0.0
88.75,-43.75,0.0
88.75,-42.9167,0.0
88.75,-42.0833,0.0
88.75,-41.25,0.0
88.75,-40.4167,0.0
88.75,-39.5833,0.0
88.75,-38.75,0.0
88.75,-37.9167,0.0
88.75,-37.0833,0.0
88.75,-36.25,0.0
88.75,-35.4167,0.0
88.75,-34.5833,0.0
88.75,-33.75,0.0
88.75,-32.9167,0.0
88.75,-32.0833,0.0
88.75,-31.25,0.0
88.75,-30.4167,0.0
88.75,-29.5833,0.0
88.75,-28.75,0.0
88.75,-27.9167,0.0
88.75,-27.0833,0.0
88.75,-26.25,0.0
88.75,-25.4167,0.0
88.75,-24.5833,0.0
88.75,-23.75,0.0
88.75,-22.9167,0.0
88.75,-22.0833,0.0
88.75,-21.25,0.0
88.75,-20.4167,0.0
88.75,-19.5833,0.0
88.75,-18.75,0.0
88.75,-17.9167,0.0
88.75,-17.0833,0.0
88.75,-16.25,0.0
88.75,-15.4167,0.0
88.75,-14.5833,0.0
88.75,-13.75,0.0
88.75,-12.9167,0.0
88.75,-12.0833,0.0
88.75,-11.25,0.0
88.75,-10.4167,0.0
88.75,-9.5833,0.0
88.75,-8.75,0.0
88.75,-7.9167,0.0
88.75,-7.0833,0.0
88.75,-6.25,0.0
88.75,-5.4167,0.0
88.75,-4.5833,0.0
88.75,-3.75,0.0
88.75,-2.9167,0.0
88.75,-2.0833,0.0
88.75,-1.25,0.0
88.75,-0.4167,0.0
88.75,0.4167,0.0
88.75,1.25,0.0
88.75,2.0833,0.0
88.75,2.9167,0.0
88.75,3.75,0.0
88.75,4.5833,0.0
88.75,5.4167,0.0
88.75,6.25,0.0
88.75,7.0833,0.0
88.75,7.9167,0.0
88.75,8.75,0.0
88.75,9.5833,0.0
88.75,10.4167,0.0
88.75,11.25,0.0
88.75,12.0833,0.0
88.75,12.9167,0.0
88.75,13.75,0.0
88.75,14.5833,0.0
88.75,15.4167,0.0
88.75,16.25,0.0
88.75,17.0833,0.0
88.75,17.9167,0.0
88.75,18.75,0.0
88.75,19.5833,0.0
88.75,20.4167,0.0
88.75,21.25,0.0
88.75,22.0833,0.0
88.75,22.9167,0.0
88.75,23.75,0.0
88.75,24.5833,0.0
88.75,25.4167,0.0
88.75,26.25,0.0
88.75,27.0833,0.0
88.75,27.9167,0.0
88.75,28.75,0.0
88.75,29.5833,0.0
88.75,30.4167,0.0
88.75,31.25,0.0
88.75,32.0833,0.0
88.75,32.9167,0.0
88.75,33.75,0.0
88.75,34.5833,0.0
88.75,35.4167,0.0
88.75,36.25,0.0
88.75,37.0833,0.0
88.75,37.9167,0.0
88.75,38.75,0.0
88.75,39.5833,0.0
88.75,40.4167,0.0
88.75,41.25,0.0
88.75,42.0833,0.0
88.75,42.9167,0.0
88.75,43.75,0.0
88.75,44.5833,0.0
88.75,45.4167,0.0
88.75,46.25,0.0
88.75,47.0833,0.0
88.75,47.9167,0.0
88.75,48.75,0.0
88.75,49.5833,0.0
88.75,50.4167,0.0
88.75,51.25,0.0
88.75,52.0833,0.0
88.75,52.9167,0.0
88.75,53.75,0.0
88.75,54.5833,0.0
88.75,55.4167,0.0
88.75,56.25,0.0
88.75,57.0833,0.0
88.75,57.9167,0.0
88.75,58.75,0.0
88.75,59.5833,0.0
88.75,60.4167,0.0
88.75,61.25,0.0
88.75,62.0833,0.0
88.75,62.9167,0.0
88.75,63.75,0.0
88.75,64.5833,0.0
88.75,65.4167,0.0
88.75,66.25,0.0
88.75,67.0833,0.0
88.75,67.9167,0.0
88.75,68.75,0.0
88.75,69.5833,0.0
88.75,70.4167,0.0
88.75,71.25,0.0
88.75,72.0833,0.0
88.75,72.9167,0.0
88.75,73.75,0.0
88.75,74.5833,0.0
88.75,75.4167,0.0
88.75,76.25,0.0
88.75,77.0833,0.0
88.75,77.9167,0.0
88.75,78.75,0.0
88.75,79.5833,0.0
88.75,80.4167,0.0
88.75,81.25,0.0
88.75,82.0833,0.0
88.75,82.9167,0.0
88.75,83.75,0.0
88.75,84.5833,0.0
88.75,85.4167,0.0
88.75,86.25,0.0
88.75,87.0833,0.0
88.75,87.9167,0.0
88.75,88.75,0.0
88.75,89.5833,0.0
88.75,90.4167,0.0
88.75,91.25,0.0
88.75,92.0833,0.0
88.75,92.9167,0.0
88.75,93.75,0.0
88.75,94.5833,0.0
88.75,95.4167,0.0
88.75,96.25,0.0
88.75,97.0833,0.0
88.75,97.9167,0.0
88.75,98.75,0.0
88.75,99.5833,0.0
88.75,100.4167,0.0
88.75,101.25,0.0
88.75,102.0833,0.0
88.75,102.9167,0.0
88.75,103.75,0.0
88.75,104.5833,0.0
88.75,105.4167,0.0
88.75,106.25,0.0
88.75,107.0833,0.0
88.75,107.9167,0.0
88.75,108.75,0.0
88.75,109.5833,0.0
88.75,110.4167,0.0
88.75,111.25,0.0
88.75,112.0833,0.0
88.75,112.9167,0.0
88.75,113.75,0.0
88.75,114.5833,0.0
88.75,115.4167,0.0
88.75,116.25,0.0
88.75,117.0833,0.0
88.75,117.9167,0.0
88.75,118.75,0.0
88.75,119.5833,0.0
88.75,120.4167,0.0
88.75,121.25,0.0
88.75,122.0833,0.0
88.75,122.9167,0.0
88.75,123.75,0.0
88.75,124.5833,0.0
88.75,125.4167,0.0
88.75,126.25,0.0
88.75,127.0833,0.0
88.75,127.9167,0.0
88.75,128.75,0.0
88.75,129.5833,0.0
88.75,130.4167,0.0
88.75,131.25,0.0
88.75,132.0833,0.0
88.75,132.9167,0.0
88.75,133.75,0.0
88.75,134.5833,0.0
88.75,135.4167,0.0
88.75,136.25,0.0
88.75,137.0833,0.0
88.75,137.9167,0.0
88.75,138.75,0.0
88.75,139.5833,0.0
88.75,140.4167,0.0
88.75,141.25,0.0
88.75,142.0833,0.0
88.75,142.9167,0.0
88.75,143.75,0.0
88.75,144.5833,0.0
88.75,145.4167,0.0
88.75,146.25,0.0
88.75,147.0833,0.0
88.75,147.9167,0.0
88.75,148.75,0.0
88.75,149.5833,0.0
88.75,150.4167,0.0
88.75,151.25,0.0
88.75,152.0833,0.0
88.75,152.9167,0.0
88.75,153.75,0.0
88.75,154.5833,0.0
88.75,155.4167,0.0
88.75,156.25,0.0
88.75,157.0833,0.0
88.75,157.9167,0.0
88.75,158.75,0.0
88.75,159.5833,0.0
88.75,160.4167,0.0
88.75,161.25,0.0
88.75,162.0833,0.0
88.75,162.9167,0.0
88.75,163.75,0.0
88.75,164.5833,0.0
88.75,165.4167,0.0
88.75,166.25,0.0
88.75,167.0833,0.0
88.75,167.9167,0.0
88.75,168.75,0.0
88.75,169.5833,0.0
88.75,170.4167,0.0
88.75,171.25,0.0
88.75,172.0833,0.0
88.75,172.9167,0.0
88.75,173.75,0.0
88.75,174.5833,0.0
88.75,175.4167,0.0
88.75,176.25,0.0
88.75,177.0833,0.0
88.75,177.9167,0.0
88.75,178.75,0.0
88.75,179.5833,0.0
87.9167,-179.5833,0.0
87.9167,-178.75,0.0
87.9167,-177.9167,0.0
87.9167,-177.0833,0.0
87.9167,-176.25,0.0
87.9167,-175.4167,0.0
87.9167,-174.5833,0.0
87.9167,-173.75,0.0
87.9167,-172.9167,0.0
87.9167,-172.0833,0.0
87.9167,-171.25,0.0
87.9167,-170.4167,0.0
87.9167,-169.5833,0.0
87.9167,-168.75,0.0
87.9167,-167.9167,0.0
87.9167,-167.0833,0.0
87.9167,-166.25,0.0
87.9167,-165.4167,0.0
87.9167,-164.5833,0.0
87.9167,-163.75,0.0
87.9167,-162.9167,0.0
87.9167,-162.0833,0.0
87.9167,-161.25,0.0
87.9167,-160.4167,0.0
87.9167,-159.5833,0.0
87.9167,-158.75,0.0
87.9167,-157.9167,0.0
87.9167,-157.0833,0.0
87.9167,-156.25,0.0
87.9167,-155.4167,0.0
87.9167,-154.5833,0.0
87.9167,-153.75,0.0
87.9167,-152.9167,0.0
87.9167,-152.0833,0.0
87.9167,-151.25,0.0
87.9167,-150.4167,0.0
87.9167,-149.5833,0.0
87.9167,-148.75,0.0
87.9167,-147.9167,0.0
87.9167,-147.0833,0.0
87.9167,-146.25,0.0
87.9167,-145.4167,0.0
87.9167,-144.5833,0.0
87.9167,-143.75,0.0
87.9167,-142.9167,0.0
87.9167,-142.0833,0.0
87.9167,-141.25,0.0
87.9167,-140.4167,0.0
87.9167,-139.5833,0.0
87.9167,-138.75,0.0
87.9167,-137.9167,0.0
87.9167,-137.0833,0.0
87.9167,-136.25,0.0
87.9167,-135.4167,0.0
87.9167,-134.5833,0.0
87.9167,-133.75,0.0
87.9167,-132.9167,0.0
87.9167,-132.0833,0.0
87.9167,-131.25,0.0
87.9167,-130.4167,0.0
87.9167,-129.5833,0.0
87.9167,-128.75,0.0
87.9167,-127.9167,0.0
87.9167,-127.0833,0.0
87.9167,-126.25,0.0
87.9167,-125.4167,0.0
87.9167,-124.5833,0.0
87.9167,-123.75,0.0
87.9167,-122.9167,0.0
87.9167,-122.0833,0.0
87.9167,-121.25,0.0
87.9167,-120.4167,0.0
87.9167,-119.5833,0.0
87.9167,-118.75,0.0
87.9167,-117.9167,0.0
87.9167,-117.0833,0.0
87.9167,-116.25,0.0
87.9167,-115.4167,0.0
87.9167,-114.5833,0.0
87.9167,-113.75,0.0
87.9167,-112.9167,0.0
87.9167,-112.0833,0.0
87.9167,-111.25,0.0
87.9167,-110.4167,0.0
87.9167,-109.5833,0.0
87.9167,-108.75,0.0
87.9167,-107.9167,0.0
87.9167,-107.0833,0.0
87.9167,-106.25,0.0
87.9167,-105.4167,0.0
87.9167,-104.5833,0.0
87.9167,-103.75,0.0
87.9167,-102.9167,0.0
87.9167,-102.0833,0.0
87.9167,-101.25,0.0
87.9167,-100.4167,0.0
87.9167,-99.5833,0.0
87.9167,-98.75,0.0
87.9167,-97.9167,0.0
87.9167,-97.0833,0.0
87.9167,-96.25,0.0
87.9167,-95.4167,0.0
87.9167,-94.5833,0.0
87.9167,-93.75,0.0
87.9167,-92.9167,0.0
87.9167,-92.0833,0.0
87.9167,-91.25,0.0
87.9167,-90.4167,0.0
87.9167,-89.5833,0.0
87.9167,-88.75,0.0
87.9167,-87.9167,0.0
87.9167,-87.0833,0.0
87.9167,-86.25,0.0
87.9167,-85.4167,0.0
87.9167,-84.5833,0.0
87.9167,-83.75,0.0
87.9167,-82.9167,0.0
87.9167,-82.0833,0.0
87.9167,-81.25,0.0
87.9167,-80.4167,0.0
87.9167,-79.5833,0.0
87.9167,-78.75,0.0
87.9167,-77.9167,0.0
87.9167,-77.0833,0.0
87.9167,-76.25,0.0
87.9167,-75.4167,0.0
87.9167,-74.5833,0.0
87.9167,-73.75,0.0
87.9167,-72.9167,0.0
87.9167,-72.0833,0.0
87.9167,-71.25,0.0
87.9167,-70.4167,0.0
87.9167,-69.5833,0.0
87.9167,-68.75,0.0
87.9167,-67.9167,0.0
87.9167,-67.0833,0.0
87.9167,-66.25,0.0
87.9167,-65.4167,0.0
87.9167,-64.5833,0.0
87.9167,-63.75,0.0
87.9167,-62.9167,0.0
87.9167,-62.0833,0.0
87.9167,-61.25,0.0
87.9167,-60.4167,0.0
87.9167,-59.5833,0.0
87.9167,-58.75,0.0
87.9167,-57.9167,0.0
